Loyalty Number,Total Flights,Total Distance,Total Points Earned,Total Points Redeemed,Active Months,Avg Flights per Active Month,Redemption Ratio,Avg Distance per Flight,Enrollment Year,Enrollment Month,Loyalty Tenure (Months),Last Flight Date,Months Since Last Flight,Churn,At Risk
548251,19,31174,31174.0,1487,9.0,2.111111111111111,0.04770000641560274,1640.7368421052631,2016,4,32,2018-09-01,3.0,0,0
548335,52,81803,81803.0,1989,11.0,4.7272727272727275,0.024314511692725204,1573.1346153846155,2012,8,76,2018-10-01,2.0,0,0
548390,39,48318,72477.0,1046,6.0,6.5,0.014432164686728203,1238.923076923077,2018,4,8,2018-12-01,0.0,0,0
548565,32,52686,52686.0,848,8.0,4.0,0.016095357400447936,1646.4375,2015,11,37,2018-12-01,0.0,0,0
548638,2,3842,3842.0,0,2.0,1.0,0.0,1921.0,2018,8,4,2018-11-01,1.0,0,0
548682,49,62156,62156.0,1145,10.0,4.9,0.018421391337923934,1268.4897959183672,2017,2,22,2018-11-01,1.0,0,0
548722,42,57714,57714.0,0,11.0,3.8181818181818183,0.0,1374.142857142857,2016,3,33,2018-11-01,1.0,0,0
548752,52,89616,89616.0,2114,10.0,5.2,0.02358953758257454,1723.3846153846155,2015,12,36,2018-11-01,1.0,0,0
548883,0,0,0.0,0,,,0.0,0.0,2014,12,48,,,1,0
548999,34,45797,45797.0,0,12.0,2.8333333333333335,0.0,1346.9705882352941,2012,6,78,2018-11-01,1.0,0,0
549034,25,36991,36991.0,420,7.0,3.5714285714285716,0.011354113162661187,1479.64,2017,6,18,2018-12-01,0.0,0,0
549064,42,57686,57686.0,982,11.0,3.8181818181818183,0.01702319453593593,1373.4761904761904,2013,11,61,2018-12-01,0.0,0,0
549080,33,55800,55800.0,0,8.0,4.125,0.0,1690.909090909091,2016,2,34,2018-11-01,1.0,0,0
549091,23,36132,36132.0,1000,7.0,3.2857142857142856,0.027676298018377062,1570.9565217391305,2017,9,15,2018-12-01,0.0,0,0
549132,20,26288,26288.0,1015,7.0,2.857142857142857,0.03861077297626293,1314.4,2017,5,19,2018-12-01,0.0,0,0
549200,37,44535,44535.0,578,10.0,3.7,0.012978556191759291,1203.6486486486488,2013,11,61,2018-03-01,9.0,1,1
549238,55,84378,84378.0,0,11.0,5.0,0.0,1534.1454545454546,2017,2,22,2018-12-01,0.0,0,0
549402,36,58187,58187.0,2423,11.0,3.272727272727273,0.04164160379466204,1616.3055555555557,2013,12,60,2018-12-01,0.0,0,0
549404,59,78713,118069.5,466,8.0,7.375,0.003946827927618903,1334.1186440677966,2018,3,9,2018-12-01,0.0,0,0
549415,47,61647,61647.0,526,10.0,4.7,0.008532450889743215,1311.6382978723404,2013,3,69,2018-12-01,0.0,0,0
549444,40,50651,50651.0,953,11.0,3.6363636363636362,0.018815028331128705,1266.275,2013,11,61,2018-10-01,2.0,0,0
549537,29,40961,40961.0,1123,10.0,2.9,0.027416322843680573,1412.448275862069,2015,5,43,2018-12-01,0.0,0,0
549540,41,63354,63354.0,625,9.0,4.555555555555555,0.009865201881491302,1545.219512195122,2017,4,20,2018-12-01,0.0,0,0
549541,31,40619,40619.0,1351,8.0,3.875,0.033260296905389106,1310.2903225806451,2012,5,79,2018-12-01,0.0,0,0
549562,24,36439,36439.0,1009,9.0,2.6666666666666665,0.027690112242377673,1518.2916666666667,2018,1,11,2018-12-01,0.0,0,0
549598,19,34540,34540.0,675,7.0,2.7142857142857144,0.01954255935147655,1817.8947368421052,2017,9,15,2018-05-01,7.0,1,1
549612,58,77487,77487.0,1971,12.0,4.833333333333333,0.025436524836424175,1335.9827586206898,2016,3,33,2018-12-01,0.0,0,0
549686,34,48028,48028.0,932,10.0,3.4,0.01940534688098609,1412.5882352941176,2013,8,64,2018-12-01,0.0,0,0
549715,34,60257,60257.0,900,10.0,3.4,0.014936024030403106,1772.264705882353,2014,8,52,2018-12-01,0.0,0,0
549751,48,61247,61247.0,1583,11.0,4.363636363636363,0.025846163893741735,1275.9791666666667,2014,7,53,2018-11-01,1.0,0,0
549757,37,61037,61037.0,991,11.0,3.3636363636363638,0.016236053541294624,1649.6486486486488,2015,3,45,2018-12-01,0.0,0,0
549858,40,60677,60677.0,1461,10.0,4.0,0.024078316330734876,1516.925,2012,12,72,2018-12-01,0.0,0,0
549862,37,51944,51944.0,2538,10.0,3.7,0.048860311104266134,1403.8918918918919,2016,2,34,2018-10-01,2.0,0,0
549982,45,71186,71186.0,838,12.0,3.75,0.011771977636052033,1581.911111111111,2017,2,22,2018-11-01,1.0,0,0
550058,23,38027,38027.0,320,7.0,3.2857142857142856,0.008415073500407605,1653.3478260869565,2015,3,45,2018-12-01,0.0,0,0
550173,29,36893,36893.0,720,10.0,2.9,0.019515897324695743,1272.1724137931035,2015,10,38,2018-12-01,0.0,0,0
550213,39,47616,47616.0,939,8.0,4.875,0.019720262096774195,1220.923076923077,2013,7,65,2018-12-01,0.0,0,0
550262,20,26631,26631.0,649,6.0,3.3333333333333335,0.024370095002065262,1331.55,2017,11,13,2018-12-01,0.0,0,0
550303,0,0,0.0,0,,,0.0,0.0,2013,4,68,,,1,0
550352,37,54783,54783.0,1434,9.0,4.111111111111111,0.02617600350473687,1480.6216216216217,2013,2,70,2018-12-01,0.0,0,0
550434,49,63793,63793.0,501,12.0,4.083333333333333,0.007853526248961485,1301.8979591836735,2016,10,26,2018-12-01,0.0,0,0
550519,33,47732,47732.0,350,9.0,3.6666666666666665,0.0073326070560630185,1446.4242424242425,2016,10,26,2018-11-01,1.0,0,0
550539,19,32402,32402.0,1462,7.0,2.7142857142857144,0.04512067156348373,1705.3684210526317,2018,1,11,2018-12-01,0.0,0,0
550575,6,11573,11573.0,0,3.0,2.0,0.0,1928.8333333333333,2018,8,4,2018-11-01,1.0,0,0
550598,33,35472,53208.0,1272,4.0,8.25,0.02390617952187641,1074.909090909091,2018,2,10,2018-12-01,0.0,0,0
550686,35,49351,49351.0,1751,10.0,3.5,0.03548053737512918,1410.0285714285715,2012,9,75,2018-11-01,1.0,0,0
550769,26,42107,42107.0,0,9.0,2.888888888888889,0.0,1619.5,2017,9,15,2018-12-01,0.0,0,0
550834,0,0,0.0,0,,,0.0,0.0,2018,7,5,,,0,0
550839,28,43492,43492.0,954,9.0,3.111111111111111,0.021935068518348203,1553.2857142857142,2016,5,31,2018-11-01,1.0,0,0
550856,46,57526,57526.0,2636,11.0,4.181818181818182,0.04582275840489518,1250.5652173913043,2015,8,40,2018-12-01,0.0,0,0
550896,41,58883,58883.0,508,9.0,4.555555555555555,0.008627277822121835,1436.1707317073171,2013,3,69,2018-10-01,2.0,0,0
551055,41,53898,53898.0,0,11.0,3.727272727272727,0.0,1314.5853658536585,2012,12,72,2018-12-01,0.0,0,0
551154,35,50732,50732.0,2387,9.0,3.888888888888889,0.047051170858629664,1449.4857142857143,2015,11,37,2018-12-01,0.0,0,0
551248,32,42303,42303.0,2672,11.0,2.909090909090909,0.06316336902820131,1321.96875,2014,3,57,2018-12-01,0.0,0,0
551296,44,77911,77911.0,0,11.0,4.0,0.0,1770.7045454545455,2015,2,46,2018-11-01,1.0,0,0
551300,60,87617,87617.0,386,11.0,5.454545454545454,0.004405537738110184,1460.2833333333333,2015,10,38,2018-12-01,0.0,0,0
551313,9,15606,15606.0,0,3.0,3.0,0.0,1734.0,2018,6,6,2018-12-01,0.0,0,0
551391,38,57905,57905.0,333,10.0,3.8,0.005750798722044728,1523.8157894736842,2015,6,42,2018-12-01,0.0,0,0
551429,31,51665,51665.0,499,11.0,2.8181818181818183,0.009658376076647634,1666.6129032258063,2014,3,57,2018-10-01,2.0,0,0
551510,57,81154,81154.0,1071,11.0,5.181818181818182,0.013197131379845725,1423.7543859649122,2015,5,43,2018-12-01,0.0,0,0
551533,0,0,0.0,0,,,0.0,0.0,2014,10,50,,,1,0
551652,42,70338,70338.0,786,11.0,3.8181818181818183,0.011174614006653587,1674.7142857142858,2013,10,62,2018-12-01,0.0,0,0
551710,19,29311,29311.0,389,8.0,2.375,0.013271468049537716,1542.6842105263158,2018,1,11,2018-11-01,1.0,0,0
551809,52,73377,73377.0,1473,11.0,4.7272727272727275,0.020074410237540374,1411.0961538461538,2012,7,77,2018-12-01,0.0,0,0
551828,50,64375,64375.0,1019,10.0,5.0,0.015829126213592233,1287.5,2013,6,66,2018-12-01,0.0,0,0
551833,31,42885,42885.0,699,9.0,3.4444444444444446,0.016299405386498777,1383.3870967741937,2017,6,18,2018-09-01,3.0,0,0
551837,41,67890,67890.0,930,10.0,4.1,0.0136986301369863,1655.8536585365853,2015,9,39,2018-12-01,0.0,0,0
551938,37,51681,51681.0,1025,9.0,4.111111111111111,0.019833207561773186,1396.7837837837837,2014,8,52,2018-12-01,0.0,0,0
551946,44,59379,59379.0,1809,11.0,4.0,0.03046531602081544,1349.5227272727273,2016,7,29,2018-11-01,1.0,0,0
551961,3,6300,6300.0,0,1.0,3.0,0.0,2100.0,2015,3,45,2017-01-01,23.0,1,1
551975,54,67351,67351.0,0,11.0,4.909090909090909,0.0,1247.2407407407406,2014,7,53,2018-11-01,1.0,0,0
551981,43,69373,69373.0,1143,9.0,4.777777777777778,0.01647615066380292,1613.3255813953488,2014,6,54,2018-11-01,1.0,0,0
552016,43,71736,71736.0,1066,12.0,3.5833333333333335,0.01486004237760678,1668.2790697674418,2017,3,21,2018-12-01,0.0,0,0
552221,0,0,0.0,0,,,0.0,0.0,2012,5,79,,,0,0
552235,0,0,0.0,0,,,0.0,0.0,2015,7,41,,,1,0
552278,43,59361,59361.0,0,9.0,4.777777777777778,0.0,1380.4883720930231,2016,3,33,2018-12-01,0.0,0,0
552328,35,48358,48358.0,0,9.0,3.888888888888889,0.0,1381.6571428571428,2015,2,46,2018-12-01,0.0,0,0
552364,21,31367,31367.0,1433,10.0,2.1,0.04568495552650875,1493.6666666666667,2016,9,27,2018-10-01,2.0,0,0
552441,68,98974,148461.0,716,7.0,9.714285714285714,0.004822815419537791,1455.5,2018,3,9,2018-12-01,0.0,0,0
552546,0,0,0.0,0,,,0.0,0.0,2015,6,42,,,1,0
552568,0,0,0.0,0,,,0.0,0.0,2018,12,0,,,0,0
552576,52,87542,87542.0,853,12.0,4.333333333333333,0.009743894359278974,1683.5,2014,2,58,2018-12-01,0.0,0,0
552669,48,63827,63827.0,0,11.0,4.363636363636363,0.0,1329.7291666666667,2013,9,63,2018-12-01,0.0,0,0
552747,31,49951,49951.0,1757,8.0,3.875,0.03517447098156193,1611.3225806451612,2017,8,16,2018-11-01,1.0,0,0
552755,18,31109,31109.0,372,6.0,3.0,0.011957954289755376,1728.2777777777778,2017,2,22,2017-10-01,14.0,1,1
552776,6,4430,4430.0,0,2.0,3.0,0.0,738.3333333333334,2016,6,30,2017-02-01,22.0,1,1
552818,52,76089,76089.0,2535,11.0,4.7272727272727275,0.03331624807790876,1463.25,2014,5,55,2018-12-01,0.0,0,0
552823,23,33050,33050.0,0,9.0,2.5555555555555554,0.0,1436.9565217391305,2014,9,51,2018-12-01,0.0,0,0
552936,9,14496,14496.0,0,4.0,2.25,0.0,1610.6666666666667,2018,8,4,2018-12-01,0.0,0,0
552945,6,9032,9032.0,0,2.0,3.0,0.0,1505.3333333333333,2018,9,3,2018-12-01,0.0,0,0
552965,3,6783,6783.0,0,1.0,3.0,0.0,2261.0,2018,11,1,2018-12-01,0.0,0,0
552966,43,68893,68893.0,0,11.0,3.909090909090909,0.0,1602.1627906976744,2015,6,42,2018-10-01,2.0,0,0
553018,0,0,0.0,0,,,0.0,0.0,2018,5,7,,,0,0
553061,49,73312,73312.0,993,12.0,4.083333333333333,0.013544849410737669,1496.1632653061224,2016,9,27,2018-12-01,0.0,0,0
553089,56,90234,90234.0,1123,12.0,4.666666666666667,0.012445419686592636,1611.3214285714287,2012,6,78,2018-12-01,0.0,0,0
553254,32,54232,54232.0,516,8.0,4.0,0.009514677681073905,1694.75,2013,3,69,2018-12-01,0.0,0,0
553261,37,49649,49649.0,2590,11.0,3.3636363636363638,0.05216620677153618,1341.8648648648648,2013,12,60,2018-11-01,1.0,0,0
553389,42,69021,69021.0,1171,10.0,4.2,0.01696585097289231,1643.357142857143,2017,3,21,2018-12-01,0.0,0,0
553396,40,62017,62017.0,1027,11.0,3.6363636363636362,0.01655997549059129,1550.425,2016,9,27,2018-11-01,1.0,0,0
553412,43,71147,71147.0,2158,11.0,3.909090909090909,0.030331567037260882,1654.5813953488373,2013,9,63,2018-12-01,0.0,0,0
553453,15,19818,19818.0,1709,8.0,1.875,0.08623473609849631,1321.2,2014,10,50,2018-11-01,1.0,0,0
553530,50,59889,59889.0,1207,12.0,4.166666666666667,0.02015395147689893,1197.78,2016,1,35,2018-12-01,0.0,0,0
553558,26,28125,28125.0,989,8.0,3.25,0.03516444444444444,1081.7307692307693,2014,12,48,2018-11-01,1.0,0,0
553567,12,18481,18481.0,0,5.0,2.4,0.0,1540.0833333333333,2017,3,21,2017-11-01,13.0,1,1
553879,24,34937,34937.0,645,8.0,3.0,0.01846180267338352,1455.7083333333333,2017,10,14,2018-11-01,1.0,0,0
553936,0,0,0.0,0,,,0.0,0.0,2014,12,48,,,1,0
553943,42,59759,59759.0,334,12.0,3.5,0.005589116283739688,1422.8333333333333,2012,9,75,2018-10-01,2.0,0,0
553944,0,0,0.0,0,,,0.0,0.0,2018,12,0,,,0,0
553954,28,48990,48990.0,446,9.0,3.111111111111111,0.009103898754847928,1749.642857142857,2013,8,64,2018-12-01,0.0,0,0
553956,45,65183,65183.0,1353,11.0,4.090909090909091,0.020756945829434055,1448.5111111111112,2013,6,66,2018-12-01,0.0,0,0
553973,60,84213,84213.0,1814,12.0,5.0,0.021540617244368447,1403.55,2014,8,52,2018-12-01,0.0,0,0
554104,33,49306,49306.0,1033,9.0,3.6666666666666665,0.020950797063237738,1494.121212121212,2015,6,42,2018-11-01,1.0,0,0
554136,22,37062,37062.0,1513,10.0,2.2,0.04082348497112946,1684.6363636363637,2016,6,30,2018-11-01,1.0,0,0
554155,34,38503,38503.0,0,9.0,3.7777777777777777,0.0,1132.4411764705883,2017,8,16,2018-11-01,1.0,0,0
554255,5,10145,10145.0,0,3.0,1.6666666666666667,0.0,2029.0,2017,12,12,2018-07-01,5.0,0,0
554442,50,69668,69668.0,554,10.0,5.0,0.007952000918642706,1393.36,2012,12,72,2018-12-01,0.0,0,0
554449,31,58733,58733.0,418,9.0,3.4444444444444446,0.007116952990652615,1894.6129032258063,2017,7,17,2018-12-01,0.0,0,0
554453,39,46316,46316.0,430,10.0,3.9,0.009284048708869504,1187.5897435897436,2013,2,70,2018-12-01,0.0,0,0
554487,31,41664,41664.0,1843,10.0,3.1,0.04423483102918587,1344.0,2017,3,21,2018-12-01,0.0,0,0
554572,0,0,0.0,0,,,0.0,0.0,2014,9,51,,,1,0
554636,28,46447,46447.0,907,11.0,2.5454545454545454,0.019527633646952442,1658.8214285714287,2015,4,44,2018-10-01,2.0,0,0
554712,10,12261,12261.0,1032,4.0,2.5,0.08416931734768779,1226.1,2018,7,5,2018-12-01,0.0,0,0
554761,27,40316,40316.0,0,8.0,3.375,0.0,1493.1851851851852,2014,6,54,2018-12-01,0.0,0,0
554888,14,23106,23106.0,0,6.0,2.3333333333333335,0.0,1650.4285714285713,2017,3,21,2017-11-01,13.0,1,1
554983,40,59277,59277.0,1209,9.0,4.444444444444445,0.02039576901665064,1481.925,2017,4,20,2018-12-01,0.0,0,0
555001,42,40996,40996.0,793,10.0,4.2,0.019343350570787395,976.0952380952381,2013,12,60,2018-12-01,0.0,0,0
555024,3,4899,4899.0,0,1.0,3.0,0.0,1633.0,2016,6,30,2017-02-01,22.0,1,1
555050,38,56288,56288.0,0,10.0,3.8,0.0,1481.2631578947369,2016,4,32,2018-10-01,2.0,0,0
555081,49,84191,84191.0,1314,11.0,4.454545454545454,0.015607368958677294,1718.1836734693877,2018,5,7,2018-11-01,1.0,0,0
555102,50,84108,84108.0,516,11.0,4.545454545454546,0.006134969325153374,1682.16,2013,11,61,2018-11-01,1.0,0,0
555112,8,11833,11833.0,0,3.0,2.6666666666666665,0.0,1479.125,2013,11,61,2017-08-01,16.0,1,1
555118,29,39137,39137.0,568,8.0,3.625,0.01451312057643662,1349.551724137931,2014,12,48,2018-11-01,1.0,0,0
555205,32,53512,53512.0,359,8.0,4.0,0.00670877560173419,1672.25,2012,5,79,2018-12-01,0.0,0,0
555218,7,9300,9300.0,0,4.0,1.75,0.0,1328.5714285714287,2018,1,11,2018-09-01,3.0,0,0
555298,46,80053,80053.0,1492,11.0,4.181818181818182,0.018637652555182193,1740.2826086956522,2014,6,54,2018-12-01,0.0,0,0
555301,33,43928,43928.0,357,10.0,3.3,0.008126934984520124,1331.1515151515152,2013,3,69,2018-10-01,2.0,0,0
555398,34,49667,49667.0,1132,10.0,3.4,0.022791793343668834,1460.7941176470588,2017,1,23,2018-11-01,1.0,0,0
555517,5,5124,5124.0,0,3.0,1.6666666666666667,0.0,1024.8,2018,9,3,2018-12-01,0.0,0,0
555541,27,29395,29395.0,2212,10.0,2.7,0.07525089300901514,1088.7037037037037,2012,11,73,2018-12-01,0.0,0,0
555576,38,54766,54766.0,1073,9.0,4.222222222222222,0.019592447869115875,1441.2105263157894,2014,11,49,2018-12-01,0.0,0,0
555745,50,81781,81781.0,1625,9.0,5.555555555555555,0.01987014098629266,1635.62,2017,3,21,2018-12-01,0.0,0,0
555831,7,7550,7550.0,603,3.0,2.3333333333333335,0.07986754966887417,1078.5714285714287,2017,6,18,2017-11-01,13.0,1,1
555947,15,19503,19503.0,1496,7.0,2.142857142857143,0.07670614777213762,1300.2,2017,12,12,2018-12-01,0.0,0,0
556050,28,36205,36205.0,571,12.0,2.3333333333333335,0.015771302306311283,1293.0357142857142,2015,2,46,2018-12-01,0.0,0,0
556136,39,49857,49857.0,521,9.0,4.333333333333333,0.010449886675893054,1278.3846153846155,2017,1,23,2018-12-01,0.0,0,0
556164,27,34004,34004.0,0,8.0,3.375,0.0,1259.4074074074074,2017,1,23,2018-12-01,0.0,0,0
556188,44,64608,64608.0,383,12.0,3.6666666666666665,0.005928058444774641,1468.3636363636363,2016,3,33,2018-12-01,0.0,0,0
556266,43,51224,51224.0,358,10.0,4.3,0.006988911447758863,1191.2558139534883,2014,8,52,2018-10-01,2.0,0,0
556313,46,58005,58005.0,1282,12.0,3.8333333333333335,0.022101542970433583,1260.9782608695652,2013,7,65,2018-12-01,0.0,0,0
556453,24,43141,43141.0,1246,7.0,3.4285714285714284,0.028882037968521825,1797.5416666666667,2014,10,50,2018-11-01,1.0,0,0
556492,95,149782,224673.0,543,9.0,10.555555555555555,0.002416845815919136,1576.6526315789474,2018,3,9,2018-12-01,0.0,0,0
556622,38,53343,53343.0,1696,12.0,3.1666666666666665,0.03179423729449037,1403.7631578947369,2013,9,63,2018-12-01,0.0,0,0
556626,49,68125,68125.0,1576,11.0,4.454545454545454,0.02313394495412844,1390.3061224489795,2015,7,41,2018-12-01,0.0,0,0
556649,35,50711,50711.0,1368,10.0,3.5,0.026976395653802922,1448.8857142857144,2012,12,72,2018-12-01,0.0,0,0
556688,37,56066,56066.0,0,11.0,3.3636363636363638,0.0,1515.2972972972973,2017,4,20,2018-11-01,1.0,0,0
556755,0,0,0.0,0,,,0.0,0.0,2018,5,7,,,1,0
556778,47,64463,64463.0,1468,11.0,4.2727272727272725,0.02277275336239393,1371.5531914893618,2013,8,64,2018-11-01,1.0,0,0
556808,31,43760,43760.0,1080,9.0,3.4444444444444446,0.024680073126142597,1411.6129032258063,2016,8,28,2018-10-01,2.0,0,0
556865,24,34247,34247.0,536,8.0,3.0,0.0156510059275265,1426.9583333333333,2017,8,16,2018-12-01,0.0,0,0
556879,10,17166,17166.0,0,3.0,3.3333333333333335,0.0,1716.6,2018,7,5,2018-12-01,0.0,0,0
556958,56,85595,85595.0,1079,11.0,5.090909090909091,0.012605876511478474,1528.482142857143,2014,8,52,2018-12-01,0.0,0,0
556982,31,43348,43348.0,827,11.0,2.8181818181818183,0.01907815816185291,1398.3225806451612,2017,6,18,2018-11-01,1.0,0,0
557138,59,101322,151983.0,489,7.0,8.428571428571429,0.0032174651112295456,1717.322033898305,2018,3,9,2018-11-01,1.0,0,0
557289,30,54919,54919.0,2200,11.0,2.727272727272727,0.04005899597589177,1830.6333333333334,2017,3,21,2018-11-01,1.0,0,0
557458,44,65857,65857.0,334,10.0,4.4,0.005071594515389404,1496.75,2016,4,32,2018-12-01,0.0,0,0
557469,0,0,0.0,0,,,0.0,0.0,2015,1,47,,,1,0
557500,43,63888,63888.0,2077,10.0,4.3,0.03251001753067869,1485.7674418604652,2015,11,37,2018-12-01,0.0,0,0
557519,44,67356,67356.0,851,11.0,4.0,0.012634360710255954,1530.8181818181818,2013,12,60,2018-11-01,1.0,0,0
557525,36,45637,45637.0,2010,11.0,3.272727272727273,0.0440432105528409,1267.6944444444443,2015,2,46,2018-11-01,1.0,0,0
557597,7,15031,15031.0,0,3.0,2.3333333333333335,0.0,2147.285714285714,2018,8,4,2018-12-01,0.0,0,0
557633,31,44760,44760.0,2401,9.0,3.4444444444444446,0.053641644325290436,1443.8709677419354,2017,5,19,2018-10-01,2.0,0,0
557640,40,62952,62952.0,994,10.0,4.0,0.015789808107764647,1573.8,2015,12,36,2018-12-01,0.0,0,0
557723,49,71042,71042.0,635,12.0,4.083333333333333,0.008938374482700375,1449.8367346938776,2016,3,33,2018-11-01,1.0,0,0
557739,53,92775,92775.0,872,11.0,4.818181818181818,0.009399083804904338,1750.4716981132076,2013,4,68,2018-12-01,0.0,0,0
557752,22,31868,31868.0,1340,6.0,3.6666666666666665,0.04204844985565458,1448.5454545454545,2017,10,14,2018-12-01,0.0,0,0
557852,0,0,0.0,0,,,0.0,0.0,2014,2,58,,,1,0
557867,40,68696,68696.0,930,9.0,4.444444444444445,0.013537906137184115,1717.4,2018,5,7,2018-10-01,2.0,0,0
557872,27,40095,40095.0,0,9.0,3.0,0.0,1485.0,2017,1,23,2018-11-01,1.0,0,0
557880,49,66070,66070.0,1564,10.0,4.9,0.02367186317542001,1348.3673469387754,2016,3,33,2018-12-01,0.0,0,0
557932,35,61020,61020.0,356,9.0,3.888888888888889,0.005834152736807604,1743.4285714285713,2017,6,18,2018-12-01,0.0,0,0
557996,33,52922,52922.0,442,10.0,3.3,0.008351914137787688,1603.6969696969697,2017,1,23,2018-12-01,0.0,0,0
558040,32,47604,47604.0,1063,9.0,3.5555555555555554,0.022330056297790103,1487.625,2013,7,65,2018-09-01,3.0,0,0
558097,26,38635,38635.0,405,9.0,2.888888888888889,0.010482722919632457,1485.9615384615386,2017,8,16,2018-12-01,0.0,0,0
558138,3,6853,6853.0,0,2.0,1.5,0.0,2284.3333333333335,2018,10,2,2018-12-01,0.0,0,0
558248,0,0,0.0,0,,,0.0,0.0,2015,2,46,,,1,0
558258,14,23434,23434.0,0,6.0,2.3333333333333335,0.0,1673.857142857143,2017,11,13,2018-09-01,3.0,0,0
558288,0,0,0.0,0,,,0.0,0.0,2018,10,2,,,0,0
558451,28,52547,52547.0,469,8.0,3.5,0.008925343026243173,1876.6785714285713,2013,5,67,2018-08-01,4.0,0,0
558469,0,0,0.0,0,,,0.0,0.0,2016,3,33,,,1,0
558511,67,103926,155889.0,712,8.0,8.375,0.004567352411010399,1551.134328358209,2018,3,9,2018-11-01,1.0,0,0
558543,29,42476,42476.0,394,11.0,2.6363636363636362,0.00927582634899708,1464.6896551724137,2017,9,15,2018-12-01,0.0,0,0
558598,46,66802,66802.0,426,11.0,4.181818181818182,0.006377054579204215,1452.2173913043478,2013,12,60,2018-12-01,0.0,0,0
558686,43,62293,62293.0,474,12.0,3.5833333333333335,0.007609201675950749,1448.6744186046512,2014,8,52,2018-11-01,1.0,0,0
558854,39,62942,62942.0,589,10.0,3.9,0.009357821486447841,1613.8974358974358,2017,7,17,2018-10-01,2.0,0,0
558969,50,79612,79612.0,1016,12.0,4.166666666666667,0.012761895191679647,1592.24,2015,10,38,2018-12-01,0.0,0,0
559005,59,65099,97648.5,0,7.0,8.428571428571429,0.0,1103.3728813559321,2018,3,9,2018-10-01,2.0,0,0
559007,34,50670,50670.0,0,11.0,3.090909090909091,0.0,1490.2941176470588,2016,1,35,2018-10-01,2.0,0,0
559016,27,37639,37639.0,541,11.0,2.4545454545454546,0.014373389303647812,1394.037037037037,2013,10,62,2018-10-01,2.0,0,0
559111,17,30059,30059.0,0,7.0,2.4285714285714284,0.0,1768.1764705882354,2017,12,12,2018-12-01,0.0,0,0
559124,48,70022,70022.0,615,11.0,4.363636363636363,0.008782953928765245,1458.7916666666667,2018,5,7,2018-12-01,0.0,0,0
559127,9,14965,14965.0,0,5.0,1.8,0.0,1662.7777777777778,2016,11,25,2017-06-01,18.0,1,1
559233,4,4308,4308.0,730,2.0,2.0,0.16945218198700093,1077.0,2018,7,5,2018-11-01,1.0,0,0
559261,7,12086,12086.0,0,4.0,1.75,0.0,1726.5714285714287,2017,9,15,2018-04-01,8.0,1,1
559279,42,59713,59713.0,2738,11.0,3.8181818181818183,0.04585266189941889,1421.7380952380952,2013,4,68,2018-11-01,1.0,0,0
559304,26,36230,36230.0,537,9.0,2.888888888888889,0.014821970742478608,1393.4615384615386,2017,5,19,2018-06-01,6.0,0,1
559342,24,43867,43867.0,571,7.0,3.4285714285714284,0.013016618414753687,1827.7916666666667,2017,6,18,2018-12-01,0.0,0,0
559362,48,75877,75877.0,0,9.0,5.333333333333333,0.0,1580.7708333333333,2015,8,40,2018-12-01,0.0,0,0
559388,44,70185,70185.0,0,10.0,4.4,0.0,1595.1136363636363,2014,12,48,2018-10-01,2.0,0,0
559483,43,71621,71621.0,2260,11.0,3.909090909090909,0.03155499085463761,1665.6046511627908,2013,9,63,2018-11-01,1.0,0,0
559519,30,37742,56613.0,0,3.0,10.0,0.0,1258.0666666666666,2018,4,8,2018-10-01,2.0,0,0
559576,44,66176,66176.0,742,11.0,4.0,0.01121252417794971,1504.0,2012,7,77,2018-11-01,1.0,0,0
559619,2,3032,3032.0,424,1.0,2.0,0.13984168865435356,1516.0,2016,5,31,2017-01-01,23.0,1,1
559622,46,70879,70879.0,848,10.0,4.6,0.011964051411560548,1540.8478260869565,2015,11,37,2018-12-01,0.0,0,0
559657,0,0,0.0,0,,,0.0,0.0,2013,1,71,,,0,0
559721,21,26703,40054.5,0,4.0,5.25,0.0,1271.5714285714287,2018,3,9,2018-11-01,1.0,0,0
559723,40,58937,58937.0,1104,8.0,5.0,0.01873186623004225,1473.425,2014,9,51,2018-11-01,1.0,0,0
559726,37,60671,60671.0,469,8.0,4.625,0.007730217072406916,1639.7567567567567,2014,3,57,2018-12-01,0.0,0,0
559879,22,35186,35186.0,2031,9.0,2.4444444444444446,0.05772182117887796,1599.3636363636363,2013,7,65,2018-11-01,1.0,0,0
560024,44,58796,58796.0,919,11.0,4.0,0.015630314987414108,1336.2727272727273,2014,5,55,2018-12-01,0.0,0,0
560104,36,50773,50773.0,946,9.0,4.0,0.018631950052193095,1410.361111111111,2018,5,7,2018-12-01,0.0,0,0
560149,39,50460,50460.0,0,10.0,3.9,0.0,1293.8461538461538,2016,9,27,2018-12-01,0.0,0,0
560283,25,35138,35138.0,531,8.0,3.125,0.015111844726506916,1405.52,2015,3,45,2018-01-01,11.0,1,1
560505,26,50541,50541.0,766,11.0,2.3636363636363638,0.015156011950693497,1943.8846153846155,2017,9,15,2018-12-01,0.0,0,0
560528,45,74162,74162.0,0,9.0,5.0,0.0,1648.0444444444445,2016,11,25,2018-09-01,3.0,0,0
560597,50,95490,143235.0,639,7.0,7.142857142857143,0.004461200125667609,1909.8,2018,2,10,2018-12-01,0.0,0,0
